taxon_ids,user_supplied_name,submitted_name,matched_name,data_source_title,score,family,class
"Anser indicus,Tadorna ferruginea,Anas acuta,Anas crecca,Larus brunnicephalus,Larus ichthyaetus",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas acuta,Anas crecca,Larus brunnicephalus,Larus ichthyaetus",Larus brunnicephalus,Larus brunnicephalus,Larus brunnicephalus,NCBI,0.988,,
"Anser indicus,Tadorna ferruginea,Anas acuta,Anas crecca,Larus brunnicephalus,Larus ichthyaetus",Larus ichthyaetus,Larus ichthyaetus,Larus ichthyaetus,birds_of_tanzania,0.988,,
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anser indicus,Anser indicus,Anser indicus,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988,Anatidae,Aves
"Anser indicus,Tadorna ferruginea,Anas strepera,Anas acuta,Anas crecca,Anas penelope,Anas querquedula,Anas clypeata",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas strepera,Anas acuta,Anas penelope,Anas querquedula",Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas strepera,Anas acuta,Anas penelope,Anas querquedula",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas strepera,Anas acuta,Anas penelope,Anas querquedula",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas strepera,Anas acuta,Anas penelope,Anas querquedula",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas strepera,Anas acuta,Anas penelope,Anas querquedula",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988,Anatidae,Aves
"Phoenicopterus ,Anser anser,Anser indicus,Tadorna ferruginea",Phoenicopterus,Phoenicopterus,Phoenicopterus,Catalogue of Life,0.75,Phoenicopteridae,Aves
"Phoenicopterus ,Anser anser,Anser indicus,Tadorna ferruginea",Anser anser,Anser anser,Anser anser,NCBI,0.988,Anatidae,Aves
"Phoenicopterus ,Anser anser,Anser indicus,Tadorna ferruginea",Anser indicus,Anser indicus,Anser indicus,NCBI,0.988,Anatidae,Aves
"Phoenicopterus ,Anser anser,Anser indicus,Tadorna ferruginea",Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Tadorna ferruginea,Tadorna ferruginea,Tadorna ferruginea,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Anas strepera,Anas strepera,Anas strepera,Freebase,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988,Anatidae,Aves
"Tadorna ferruginea,Anas platyrhynchos,Anas strepera,Anas crecca,Anas clypeata,Netta rufina",Netta rufina,Netta rufina,Netta rufina,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Sarkidiornis melanotos",Dendrocygna viduata,Dendrocygna viduata,Dendrocygna viduata,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Sarkidiornis melanotos",Sarkidiornis melanotos,Sarkidiornis melanotos,Sarkidiornis melanotos,NCBI,0.988,Anatidae,Aves
"Dendrocygna bicolor,Dendrocygna viduata,Anas querquedula,Sarkidiornis melanotos",Dendrocygna bicolor,Dendrocygna bicolor,Dendrocygna bicolor,NCBI,0.988,Anatidae,Aves
"Dendrocygna bicolor,Dendrocygna viduata,Anas querquedula,Sarkidiornis melanotos",Dendrocygna viduata,Dendrocygna viduata,Dendrocygna viduata,NCBI,0.988,Anatidae,Aves
"Dendrocygna bicolor,Dendrocygna viduata,Anas querquedula,Sarkidiornis melanotos",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988,Anatidae,Aves
"Dendrocygna bicolor,Dendrocygna viduata,Anas querquedula,Sarkidiornis melanotos",Sarkidiornis melanotos,Sarkidiornis melanotos,Sarkidiornis melanotos,NCBI,0.988,Anatidae,Aves
Anser cygnoides,Anser cygnoides,Anser cygnoides,Anser cygnoides,NCBI,0.988,Anatidae,Aves
"Cygnus cygnus,Anser cygnoides",Cygnus cygnus,Cygnus cygnus,Cygnus cygnus,NCBI,0.988,Anatidae,Aves
"Cygnus cygnus,Anser cygnoides",Anser cygnoides,Anser cygnoides,Anser cygnoides,NCBI,0.988,Anatidae,Aves
Anser indicus,Anser indicus,Anser indicus,Anser indicus,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Anas querquedula,Plectropterus gambensis,Sarkidiornis melanotos",Dendrocygna viduata,Dendrocygna viduata,Dendrocygna viduata,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Anas querquedula,Plectropterus gambensis,Sarkidiornis melanotos",Anas querquedula,Anas querquedula,Anas querquedula,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Anas querquedula,Plectropterus gambensis,Sarkidiornis melanotos",Plectropterus gambensis,Plectropterus gambensis,Plectropterus gambensis,NCBI,0.988,Anatidae,Aves
"Dendrocygna viduata,Anas querquedula,Plectropterus gambensis,Sarkidiornis melanotos",Sarkidiornis melanotos,Sarkidiornis melanotos,Sarkidiornis melanotos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Anas acuta,Anas acuta,Anas acuta,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Anas crecca,Anas crecca,Anas crecca,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Anas penelope,Anas penelope,Anas penelope,Freebase,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Anas clypeata,Anas clypeata,Anas clypeata,NCBI,0.988,Anatidae,Aves
"Anas platyrhynchos,Anas acuta,Anas crecca,Anas penelope,Anas clypeata,Aythya ferina",Aythya ferina,Aythya ferina,Aythya ferina,NCBI,0.988,Anatidae,Aves
Felis silvestris,Felis silvestris,Felis silvestris,Felis silvestris,NCBI,0.988,Felidae,Mammalia
Dama mesopotamica,Dama mesopotamica,Dama mesopotamica,Dama mesopotamica,NCBI,0.988,,
Aythya nyroca,Aythya nyroca,Aythya nyroca,Aythya nyroca,NCBI,0.988,Anatidae,Aves
Buteo regalis,Buteo regalis,Buteo regalis,Buteo regalis,NCBI,0.988,Accipitridae,Aves
"Nasua narica,Pecari tajacu,Ateles geoffroyi,Cebus capucinus,Potos flavus",Nasua narica,Nasua narica,Nasua narica,NCBI,0.988,Procyonidae,Mammalia
"Nasua narica,Pecari tajacu,Ateles geoffroyi,Cebus capucinus,Potos flavus",Pecari tajacu,Pecari tajacu,Pecari tajacu,NCBI,0.988,Tayassuidae,Mammalia
"Nasua narica,Pecari tajacu,Ateles geoffroyi,Cebus capucinus,Potos flavus",Ateles geoffroyi,Ateles geoffroyi,Ateles geoffroyi,NCBI,0.988,Atelidae,Mammalia
"Nasua narica,Pecari tajacu,Ateles geoffroyi,Cebus capucinus,Potos flavus",Cebus capucinus,Cebus capucinus,Cebus capucinus,NCBI,0.988,Cebidae,Mammalia
"Nasua narica,Pecari tajacu,Ateles geoffroyi,Cebus capucinus,Potos flavus",Potos flavus,Potos flavus,Potos flavus,NCBI,0.988,Procyonidae,Mammalia
Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,Balaenoptera physalus,NCBI,0.988,Balaenopteridae,Mammalia
Psiloscops flammeolus,Psiloscops flammeolus,Psiloscops flammeolus,Psiloscops flammeolus,Encyclopedia of Life,0.988,Strigidae,Aves
Tadarida brasiliensis,Tadarida brasiliensis,Tadarida brasiliensis,Tadarida brasiliensis,NCBI,0.988,Molossidae,Mammalia
"Geronticus eremita,Anas platyrhynchos",Geronticus eremita,Geronticus eremita,Geronticus eremita,NCBI,0.988,Threskiornithidae,Aves
"Geronticus eremita,Anas platyrhynchos",Anas platyrhynchos,Anas platyrhynchos,Anas platyrhynchos,NCBI,0.988,Anatidae,Aves
"Branta ,Branta bernicla",Branta,Branta,Branta,Catalogue of Life,0.75,Anatidae,Aves
"Branta ,Branta bernicla",Branta bernicla,Branta bernicla,Branta bernicla,NCBI,0.988,Anatidae,Aves
Trichechus manatus,Trichechus manatus,Trichechus manatus,Trichechus manatus,NCBI,0.988,Trichechidae,Mammalia
Phaethon lepturus,Phaethon lepturus,Phaethon lepturus,Phaethon lepturus,NCBI,0.988,Phaethontidae,Aves
Calonectris,Calonectris,Calonectris,Calonectris,Catalogue of Life,0.75,Procellariidae,Aves
"Loxodonta africana,Loxodonta cyclotis",Loxodonta africana,Loxodonta africana,Loxodonta africana,NCBI,0.988,Elephantidae,Mammalia
"Loxodonta africana,Loxodonta cyclotis",Loxodonta cyclotis,Loxodonta cyclotis,Loxodonta cyclotis,NCBI,0.988,Elephantidae,Mammalia
Oceanodroma furcata,Oceanodroma furcata,Oceanodroma furcata,Oceanodroma furcata,Freebase,0.988,Hydrobatidae,Aves
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,NCBI,0.988,Canidae,Mammalia
Sciurus niger,Sciurus niger,Sciurus niger,Sciurus niger,NCBI,0.988,Sciuridae,Mammalia
Spermophilus franklinii,Spermophilus franklinii,Spermophilus franklinii,Spermophilus franklinii,AnAge,0.988,,
Puffinus puffinus,Puffinus puffinus,Puffinus puffinus,Puffinus puffinus,NCBI,0.988,Procellariidae,Aves
Canis,Canis,Canis,Canis,Catalogue of Life,0.75,Canidae,Mammalia
Fregata minor,Fregata minor,Fregata minor,Fregata minor,NCBI,0.988,Fregatidae,Aves
Sarcophilus harrisii,Sarcophilus harrisii,Sarcophilus harrisii,Sarcophilus harrisii,NCBI,0.988,Dasyuridae,Mammalia
"Fregata ,Fregata magnificens",Fregata,Fregata,Fregata,Catalogue of Life,0.75,Fregatidae,Aves
"Fregata ,Fregata magnificens",Fregata magnificens,Fregata magnificens,Fregata magnificens,NCBI,0.988,Fregatidae,Aves
Trachops cirrhosus,Trachops cirrhosus,Trachops cirrhosus,Trachops cirrhosus,NCBI,0.988,Phyllostomidae,Mammalia
"Morus bassanus,Rissa tridactyla",Morus bassanus,Morus bassanus,Morus bassanus,NCBI,0.988,Sulidae,Aves
"Morus bassanus,Rissa tridactyla",Rissa tridactyla,Rissa tridactyla,Rissa tridactyla,NCBI,0.988,Laridae,Aves
Larus canus,Larus canus,Larus canus,Larus canus,NCBI,0.988,Laridae,Aves
Larus marinus,Larus marinus,Larus marinus,Larus marinus,NCBI,0.988,Laridae,Aves
"Branta bernicla,Branta leucopsis",Branta bernicla,Branta bernicla,Branta bernicla,NCBI,0.988,Anatidae,Aves
"Branta bernicla,Branta leucopsis",Branta leucopsis,Branta leucopsis,Branta leucopsis,NCBI,0.988,Anatidae,Aves
"Larus argentatus,Larus canus",Larus argentatus,Larus argentatus,Larus argentatus,NCBI,0.988,Laridae,Aves
"Larus argentatus,Larus canus",Larus canus,Larus canus,Larus canus,NCBI,0.988,Laridae,Aves
"Haematopus ostralegus,Recurvirostra avosetta",Haematopus ostralegus,Haematopus ostralegus,Haematopus ostralegus,NCBI,0.988,Haematopodidae,Aves
"Haematopus ostralegus,Recurvirostra avosetta",Recurvirostra avosetta,Recurvirostra avosetta,Recurvirostra avosetta,NCBI,0.988,Recurvirostridae,Aves
Anas strepera,Anas strepera,Anas strepera,Anas strepera,Freebase,0.988,Anatidae,Aves
Phoebastria irrorata,Phoebastria irrorata,Phoebastria irrorata,Phoebastria irrorata,NCBI,0.988,Diomedeidae,Aves
Arctocephalus galapagoensis,Arctocephalus galapagoensis,Arctocephalus galapagoensis,Arctocephalus galapagoensis,NCBI,0.988,Otariidae,Mammalia
Zalophus wollebaeki,Zalophus wollebaeki,Zalophus wollebaeki,Zalophus wollebaeki,NCBI,0.988,Otariidae,Mammalia
"Chelonoidis ,Chelonoidis hoodensis,Chelonoidis porteri,Chelonoidis donfaustoi",Chelonoidis,Chelonoidis,Chelonoidis,Catalogue of Life,0.75,Testudinidae,Reptilia
"Chelonoidis ,Chelonoidis hoodensis,Chelonoidis porteri,Chelonoidis donfaustoi",Chelonoidis hoodensis,Chelonoidis hoodensis,Chelonoidis hoodensis,NCBI,0.988,Testudinidae,Reptilia
"Chelonoidis ,Chelonoidis hoodensis,Chelonoidis porteri,Chelonoidis donfaustoi",Chelonoidis porteri,Chelonoidis porteri,Chelonoidis porteri,NCBI,0.988,Testudinidae,Reptilia
"Chelonoidis ,Chelonoidis hoodensis,Chelonoidis porteri,Chelonoidis donfaustoi",Chelonoidis donfaustoi,Chelonoidis donfaustoi,Chelonoidis donfaustoi,NCBI,0.988,Testudinidae,Reptilia
Morus serrator,Morus serrator,Morus serrator,Morus serrator,NCBI,0.988,Sulidae,Aves
"Anser albifrons,Anser fabalis",Anser albifrons,Anser albifrons,Anser albifrons,NCBI,0.988,Anatidae,Aves
"Anser albifrons,Anser fabalis",Anser fabalis,Anser fabalis,Anser fabalis,NCBI,0.988,Anatidae,Aves
"Columba palumbus,Alauda arvensis,Sturnus vulgaris,Corvus corone,Galerida cristata",Columba palumbus,Columba palumbus,Columba palumbus,NCBI,0.988,Columbidae,Aves
"Columba palumbus,Alauda arvensis,Sturnus vulgaris,Corvus corone,Galerida cristata",Alauda arvensis,Alauda arvensis,Alauda arvensis,NCBI,0.988,Alaudidae,Aves
"Columba palumbus,Alauda arvensis,Sturnus vulgaris,Corvus corone,Galerida cristata",Sturnus vulgaris,Sturnus vulgaris,Sturnus vulgaris,NCBI,0.988,Sturnidae,Aves
"Columba palumbus,Alauda arvensis,Sturnus vulgaris,Corvus corone,Galerida cristata",Corvus corone,Corvus corone,Corvus corone,NCBI,0.988,Corvidae,Aves
"Columba palumbus,Alauda arvensis,Sturnus vulgaris,Corvus corone,Galerida cristata",Galerida cristata,Galerida cristata,Galerida cristata,NCBI,0.988,Alaudidae,Aves
"Genetta ,Genetta genetta",Genetta,Genetta,Genetta,Catalogue of Life,0.75,Viverridae,Mammalia
"Genetta ,Genetta genetta",Genetta genetta,Genetta genetta,Genetta genetta,NCBI,0.988,Viverridae,Mammalia
Genetta genetta,Genetta genetta,Genetta genetta,Genetta genetta,NCBI,0.988,Viverridae,Mammalia
Pygoscelis papua,Pygoscelis papua,Pygoscelis papua,Pygoscelis papua,NCBI,0.988,Spheniscidae,Aves
"Pygoscelis papua,Pygoscelis antarcticus",Pygoscelis papua,Pygoscelis papua,Pygoscelis papua,NCBI,0.988,Spheniscidae,Aves
"Pygoscelis papua,Pygoscelis antarcticus",Pygoscelis antarcticus,Pygoscelis antarcticus,Pygoscelis antarcticus,NCBI,0.988,Spheniscidae,Aves
Chondestes grammacus,Chondestes grammacus,Chondestes grammacus,Chondestes grammacus,NCBI,0.988,Emberizidae,Aves
Priodontes maximus,Priodontes maximus,Priodontes maximus,Priodontes maximus,NCBI,0.988,Dasypodidae,Mammalia
Ardeotis nigriceps,Ardeotis nigriceps,Ardeotis nigriceps,Ardeotis nigriceps,NCBI,0.988,Otididae,Aves
Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NCBI,0.988,Laridae,Aves
Larus glaucescens,Larus glaucescens,Larus glaucescens,Larus glaucescens,NCBI,0.988,Laridae,Aves
"Globicephala ,Globicephala macrorhynchus",Globicephala,Globicephala,Globicephala,Catalogue of Life,0.75,Delphinidae,Mammalia
"Globicephala ,Globicephala macrorhynchus",Globicephala macrorhynchus,Globicephala macrorhynchus,Globicephala macrorhynchus,NCBI,0.988,Delphinidae,Mammalia
Ovis aries,Ovis aries,Ovis aries,Ovis aries,NCBI,0.988,Bovidae,Mammalia
Rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,Rhinopithecus roxellana,NCBI,0.988,Cercopithecidae,Mammalia
Gorilla beringei,Gorilla beringei,Gorilla beringei,Gorilla beringei,NCBI,0.988,Hominidae,Mammalia
Brachylagus idahoensis,Brachylagus idahoensis,Brachylagus idahoensis,Brachylagus idahoensis,NCBI,0.988,Leporidae,Mammalia
Spaniblennius,Spaniblennius,Spaniblennius,Spaniblennius,Catalogue of Life,0.75,Blenniidae,Teleostei
Rhea americana,Rhea americana,Rhea americana,Rhea americana,NCBI,0.988,Rheidae,Aves
Milvus milvus,Milvus milvus,Milvus milvus,Milvus milvus,NCBI,0.988,Accipitridae,Aves
"Pandion ,Pandion haliaetus",Pandion,Pandion,Pandion,Catalogue of Life,0.75,Pandionidae,Aves
"Pandion ,Pandion haliaetus",Pandion haliaetus,Pandion haliaetus,Pandion haliaetus,NCBI,0.988,Pandionidae,Aves
"Buteo ,Buteo jamaicensis",Buteo,Buteo,Buteo,Catalogue of Life,0.75,Accipitridae,Aves
"Buteo ,Buteo jamaicensis",Buteo jamaicensis,Buteo jamaicensis,Buteo jamaicensis,NCBI,0.988,Accipitridae,Aves
Buteo lagopus,Buteo lagopus,Buteo lagopus,Buteo lagopus,NCBI,0.988,Accipitridae,Aves
Anser anser,Anser anser,Anser anser,Anser anser,NCBI,0.988,Anatidae,Aves
Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocorax carbo,Phalacrocorax carbo,NCBI,0.988,Phalacrocoracidae,Aves
Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,Phoenicopterus roseus,NCBI,0.988,Phoenicopteridae,Aves
Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,Rhinolophus ferrumequinum,NCBI,0.988,Rhinolophidae,Mammalia
Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988,Phasianidae,Aves
"Centrocercus urophasianus,Centrocercus minimus",Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988,Phasianidae,Aves
"Centrocercus urophasianus,Centrocercus minimus",Centrocercus minimus,Centrocercus minimus,Centrocercus minimus,NCBI,0.988,Phasianidae,Aves
Phyllostomus hastatus,Phyllostomus hastatus,Phyllostomus hastatus,Phyllostomus hastatus,NCBI,0.988,Phyllostomidae,Mammalia
Aquila clanga,Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988,Accipitridae,Aves
"Aquila clanga,Aquila nipalensis",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988,Accipitridae,Aves
"Aquila clanga,Aquila nipalensis",Aquila nipalensis,Aquila nipalensis,Aquila nipalensis,NCBI,0.988,Accipitridae,Aves
Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,Calidris tenuirostris,NCBI,0.988,Scolopacidae,Aves
Gallinago media,Gallinago media,Gallinago media,Gallinago media,NCBI,0.988,Scolopacidae,Aves
"Aquila ,Aquila clanga",Aquila,Aquila,Aquila,Catalogue of Life,0.75,Accipitridae,Aves
"Aquila ,Aquila clanga",Aquila clanga,Aquila clanga,Aquila clanga,Freebase,0.988,Accipitridae,Aves
Equidae,Equidae,Equidae,Equidae,Catalogue of Life,0.75,Equidae,Mammalia
Thalassarche chrysostoma,Thalassarche chrysostoma,Thalassarche chrysostoma,Thalassarche chrysostoma,NCBI,0.988,Diomedeidae,Aves
Ardea cinerea,Ardea cinerea,Ardea cinerea,Ardea cinerea,NCBI,0.988,Ardeidae,Aves
Halichoerus grypus,Halichoerus grypus,Halichoerus grypus,Halichoerus grypus,NCBI,0.988,Phocidae,Mammalia
"Neophron percnopterus,Gyps fulvus",Neophron percnopterus,Neophron percnopterus,Neophron percnopterus,NCBI,0.988,Accipitridae,Aves
"Neophron percnopterus,Gyps fulvus",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Aquila rapax,Aquila rapax,Aquila rapax,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Haliaeetus leucocephalus,Haliaeetus leucocephalus,Haliaeetus leucocephalus,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Haliaeetus vocifer,Haliaeetus vocifer,Haliaeetus vocifer,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Gyps fulvus,Gyps fulvus,Gyps fulvus,NCBI,0.988,Accipitridae,Aves
"Aquila rapax,Haliaeetus leucocephalus,Haliaeetus vocifer,Gyps fulvus,Gyps himalayensis",Gyps himalayensis,Gyps himalayensis,Gyps himalayensis,NCBI,0.988,Accipitridae,Aves
Grus canadensis,Grus canadensis,Grus canadensis,Grus canadensis,Freebase,0.988,Gruidae,Aves
Gruidae,Gruidae,Gruidae,Gruidae,Catalogue of Life,0.75,Gruidae,Aves
Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,Tetrax tetrax,NCBI,0.988,Otididae,Aves
"Centrocercus ,Centrocercus urophasianus",Centrocercus,Centrocercus,Centrocercus,Catalogue of Life,0.75,Phasianidae,Aves
"Centrocercus ,Centrocercus urophasianus",Centrocercus urophasianus,Centrocercus urophasianus,Centrocercus urophasianus,NCBI,0.988,Phasianidae,Aves
"Laridae ,Sterna ",Laridae,Laridae,Laridae,Catalogue of Life,0.75,Laridae,Aves
"Laridae ,Sterna ",Sterna,Sterna,Sterna,Catalogue of Life,0.75,Laridae,Aves
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus,Larus,Larus,Catalogue of Life,0.75,Laridae,Aves
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus hyperboreus,Larus hyperboreus,Larus hyperboreus,NCBI,0.988,Laridae,Aves
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus glaucescens,Larus glaucescens,Larus glaucescens,NCBI,0.988,Laridae,Aves
"Larus ,Larus hyperboreus,Larus glaucescens,Larus smithsonianus",Larus smithsonianus,Larus smithsonianus,Larus smithsonianus,NCBI,0.988,Laridae,Aves
"Pongo ,Pongo pygmaeus",Pongo,Pongo,Pongo,Catalogue of Life,0.75,Hominidae,Mammalia
"Pongo ,Pongo pygmaeus",Pongo pygmaeus,Pongo pygmaeus,Pongo pygmaeus,NCBI,0.988,Hominidae,Mammalia
Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,Vanellus vanellus,NCBI,0.988,Charadriidae,Aves
"Gypaetus barbatus,Gyps fulvus",Gypaetus barbatus,Gypaetus barbatus,Gypaetus barbatus,NCBI,0.988,Accipitridae,Aves
